frame,track_id,world_pX,world_pZ,world_pY,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22
3,1,-1.051764,4.084840,1.672826,0.007055,0.000000,0.000000,0.000000,0.041715,0.000000,0.000000,0.000000,0.007055
3,2,-3.243815,5.365072,1.651458,0.007170,0.000000,0.000000,0.000000,0.071960,0.000000,0.000000,0.000000,0.007170
3,3,-1.860098,4.225986,1.658957,0.006901,0.000000,0.000000,0.000000,0.044647,0.000000,0.000000,0.000000,0.006901
4,1,-1.043953,4.070344,1.669785,0.006551,0.000000,0.000000,0.000000,0.041419,0.000000,0.000000,0.000000,0.006551
4,2,-3.287886,5.353628,1.646706,0.006902,0.000000,0.000000,0.000000,0.071653,0.000000,0.000000,0.000000,0.006902
4,3,-1.886858,4.214542,1.654949,0.006705,0.000000,0.000000,0.000000,0.044406,0.000000,0.000000,0.000000,0.006705
5,1,-0.967586,3.846800,1.560734,0.005585,0.000000,0.000000,0.000000,0.036995,0.000000,0.000000,0.000000,0.005585
5,2,-3.233136,5.239948,1.611341,0.006365,0.000000,0.000000,0.000000,0.068643,0.000000,0.000000,0.000000,0.006365
5,3,-1.910309,4.205386,1.659104,0.006451,0.000000,0.000000,0.000000,0.044213,0.000000,0.000000,0.000000,0.006451
6,1,-0.937537,3.820096,1.554354,0.005295,0.000000,0.000000,0.000000,0.036483,0.000000,0.000000,0.000000,0.005295
6,2,-3.283417,5.362020,1.639146,0.006466,0.000000,0.000000,0.000000,0.071878,0.000000,0.000000,0.000000,0.006466
6,3,-1.935149,4.193942,1.672028,0.006335,0.000000,0.000000,0.000000,0.043973,0.000000,0.000000,0.000000,0.006335
7,1,-0.913885,3.809415,1.541552,0.005183,0.000000,0.000000,0.000000,0.036279,0.000000,0.000000,0.000000,0.005183
7,2,-3.298487,5.442130,1.655437,0.006387,0.000000,0.000000,0.000000,0.074042,0.000000,0.000000,0.000000,0.006387
7,3,-1.954251,4.176394,1.685410,0.006382,0.000000,0.000000,0.000000,0.043606,0.000000,0.000000,0.000000,0.006382
8,1,-0.944521,3.996338,1.631302,0.005681,0.000000,0.000000,0.000000,0.039927,0.000000,0.000000,0.000000,0.005681
8,2,-3.275878,5.472648,1.642941,0.006244,0.000000,0.000000,0.000000,0.074875,0.000000,0.000000,0.000000,0.006244
8,3,-2.030110,4.250401,1.726113,0.006704,0.000000,0.000000,0.000000,0.045165,0.000000,0.000000,0.000000,0.006704
9,1,-0.918208,3.961242,1.625487,0.005592,0.000000,0.000000,0.000000,0.039229,0.000000,0.000000,0.000000,0.005592
9,2,-3.250307,5.502403,1.639465,0.006082,0.000000,0.000000,0.000000,0.075691,0.000000,0.000000,0.000000,0.006082
9,3,-2.011338,4.139010,1.708754,0.006491,0.000000,0.000000,0.000000,0.042829,0.000000,0.000000,0.000000,0.006491
10,1,-0.896056,3.920043,1.621556,0.005503,0.000000,0.000000,0.000000,0.038417,0.000000,0.000000,0.000000,0.005503
10,2,-3.259832,5.536736,1.641870,0.018711,0.000000,0.000000,0.000000,0.076639,0.000000,0.000000,0.000000,0.018711
10,3,-2.044204,4.098573,1.736244,0.006439,0.000000,0.000000,0.000000,0.041996,0.000000,0.000000,0.000000,0.006439
11,1,-0.827984,3.763638,1.567698,0.005107,0.000000,0.000000,0.000000,0.035412,0.000000,0.000000,0.000000,0.005107
11,3,-2.090601,4.047456,1.753952,0.006450,0.000000,0.000000,0.000000,0.040955,0.000000,0.000000,0.000000,0.006450
12,1,-0.787782,3.870451,1.635653,0.005337,0.000000,0.000000,0.000000,0.037451,0.000000,0.000000,0.000000,0.005337
12,3,-2.090129,3.971924,1.728604,0.006158,0.000000,0.000000,0.000000,0.039440,0.000000,0.000000,0.000000,0.006158
13,1,-0.716094,3.849851,1.654537,0.005453,0.000000,0.000000,0.000000,0.037053,0.000000,0.000000,0.000000,0.005453
13,3,-2.097106,3.942168,1.714341,0.005941,0.000000,0.000000,0.000000,0.038852,0.000000,0.000000,0.000000,0.005941
14,1,-0.655934,3.809415,1.666021,0.005559,0.000000,0.000000,0.000000,0.036279,0.000000,0.000000,0.000000,0.005559
14,3,-2.138301,3.897154,1.700109,0.005775,0.000000,0.000000,0.000000,0.037970,0.000000,0.000000,0.000000,0.005775
15,1,-0.598581,3.764401,1.666084,0.005729,0.000000,0.000000,0.000000,0.035427,0.000000,0.000000,0.000000,0.005729
15,3,-2.136643,3.751431,1.637882,0.005268,0.000000,0.000000,0.000000,0.035183,0.000000,0.000000,0.000000,0.005268
16,1,-0.550083,3.723964,1.670466,0.005844,0.000000,0.000000,0.000000,0.034670,0.000000,0.000000,0.000000,0.005844
16,2,-3.010150,5.733578,1.648404,0.008264,0.000000,0.000000,0.000000,0.082185,0.000000,0.000000,0.000000,0.008264
16,3,-2.145123,3.624017,1.561206,0.004873,0.000000,0.000000,0.000000,0.032834,0.000000,0.000000,0.000000,0.004873
17,1,-0.512521,3.692683,1.682536,0.005948,0.000000,0.000000,0.000000,0.034090,0.000000,0.000000,0.000000,0.005948
17,2,-2.990336,5.779355,1.653045,0.444132,0.000000,0.000000,0.000000,0.083502,0.000000,0.000000,0.000000,0.444132
17,3,-2.207297,3.575952,1.541172,0.004753,0.000000,0.000000,0.000000,0.031969,0.000000,0.000000,0.000000,0.004753
18,1,-0.475417,3.657588,1.693861,0.006055,0.000000,0.000000,0.000000,0.033445,0.000000,0.000000,0.000000,0.006055
18,2,-2.926478,5.823606,1.637941,0.007140,0.000000,0.000000,0.000000,0.084786,0.000000,0.000000,0.000000,0.007140
18,3,-2.426291,3.721675,1.628537,0.005184,0.000000,0.000000,0.000000,0.034627,0.000000,0.000000,0.000000,0.005184
19,1,-0.447490,3.595026,1.692302,0.005945,0.000000,0.000000,0.000000,0.032311,0.000000,0.000000,0.000000,0.005945
19,2,-2.843434,5.764858,1.611908,0.006951,0.000000,0.000000,0.000000,0.083084,0.000000,0.000000,0.000000,0.006951
19,3,-2.368974,3.462272,1.543312,0.004612,0.000000,0.000000,0.000000,0.029968,0.000000,0.000000,0.000000,0.004612
20,1,-0.444035,3.596551,1.720522,0.006183,0.000000,0.000000,0.000000,0.032338,0.000000,0.000000,0.000000,0.006183
20,2,-2.810045,5.915923,1.652360,0.006892,0.000000,0.000000,0.000000,0.087495,0.000000,0.000000,0.000000,0.006892
20,3,-2.369981,3.373770,1.571924,0.004573,0.000000,0.000000,0.000000,0.028456,0.000000,0.000000,0.000000,0.004573
21,1,-0.461711,3.531701,1.690669,0.006069,0.000000,0.000000,0.000000,0.031182,0.000000,0.000000,0.000000,0.006069
21,2,-2.722811,5.877012,1.641726,0.006287,0.000000,0.000000,0.000000,0.086348,0.000000,0.000000,0.000000,0.006287
21,3,-2.563008,3.611048,1.727339,0.005759,0.000000,0.000000,0.000000,0.032599,0.000000,0.000000,0.000000,0.005759
22,1,-0.485223,3.476005,1.658041,0.005821,0.000000,0.000000,0.000000,0.030207,0.000000,0.000000,0.000000,0.005821
22,2,-2.684743,5.881590,1.643604,0.005865,0.000000,0.000000,0.000000,0.086483,0.000000,0.000000,0.000000,0.005865
22,3,-2.534415,3.524071,1.705092,0.005731,0.000000,0.000000,0.000000,0.031048,0.000000,0.000000,0.000000,0.005731
23,1,-0.537063,3.416495,1.643710,0.005522,0.000000,0.000000,0.000000,0.029181,0.000000,0.000000,0.000000,0.005522
23,2,-2.723343,6.047914,1.674741,0.005972,0.000000,0.000000,0.000000,0.091443,0.000000,0.000000,0.000000,0.005972
23,3,-2.537472,3.428702,1.673863,0.005487,0.000000,0.000000,0.000000,0.029390,0.000000,0.000000,0.000000,0.005487
24,1,-0.580710,3.356222,1.627747,0.005338,0.000000,0.000000,0.000000,0.028161,0.000000,0.000000,0.000000,0.005338
24,2,-2.691669,6.093690,1.687483,0.005876,0.000000,0.000000,0.000000,0.092833,0.000000,0.000000,0.000000,0.005876
24,3,-2.552298,3.348592,1.645080,0.005162,0.000000,0.000000,0.000000,0.028033,0.000000,0.000000,0.000000,0.005162
25,1,-0.595454,3.324178,1.616615,0.005213,0.000000,0.000000,0.000000,0.027625,0.000000,0.000000,0.000000,0.005213
25,2,-2.642676,6.121920,1.688807,0.018326,0.000000,0.000000,0.000000,0.093695,0.000000,0.000000,0.000000,0.018326
25,3,-2.596763,3.288319,1.610560,0.004935,0.000000,0.000000,0.000000,0.027033,0.000000,0.000000,0.000000,0.004935
26,1,-0.579882,3.270008,1.591440,0.005029,0.000000,0.000000,0.000000,0.026732,0.000000,0.000000,0.000000,0.005029
26,2,-2.501035,6.124208,1.637839,0.007196,0.000000,0.000000,0.000000,0.093765,0.000000,0.000000,0.000000,0.007196
26,3,-2.657000,3.253223,1.590927,0.004836,0.000000,0.000000,0.000000,0.026459,0.000000,0.000000,0.000000,0.004836
27,1,-0.600429,3.218891,1.571869,0.004863,0.000000,0.000000,0.000000,0.025903,0.000000,0.000000,0.000000,0.004863
27,2,-2.413900,6.174563,1.647887,0.005602,0.000000,0.000000,0.000000,0.095313,0.000000,0.000000,0.000000,0.005602
27,3,-2.678156,3.202869,1.564843,0.004689,0.000000,0.000000,0.000000,0.025646,0.000000,0.000000,0.000000,0.004689
28,1,-0.626930,3.135729,1.537994,0.004557,0.000000,0.000000,0.000000,0.024582,0.000000,0.000000,0.000000,0.004557
28,2,-2.341511,6.199740,1.653665,0.005598,0.000000,0.000000,0.000000,0.096092,0.000000,0.000000,0.000000,0.005598
28,3,-2.645465,3.135729,1.538766,0.004492,0.000000,0.000000,0.000000,0.024582,0.000000,0.000000,0.000000,0.004492
29,1,-0.654206,3.092241,1.523915,0.004351,0.000000,0.000000,0.000000,0.023905,0.000000,0.000000,0.000000,0.004351
29,2,-2.312390,6.234836,1.663212,0.005680,0.000000,0.000000,0.000000,0.097183,0.000000,0.000000,0.000000,0.005680
29,3,-2.599525,3.061723,1.517141,0.004254,0.000000,0.000000,0.000000,0.023435,0.000000,0.000000,0.000000,0.004254
30,1,-0.644132,3.054856,1.512894,0.004160,0.000000,0.000000,0.000000,0.023330,0.000000,0.000000,0.000000,0.004160
30,2,-2.272903,6.260777,1.670638,0.005721,0.000000,0.000000,0.000000,0.097993,0.000000,0.000000,0.000000,0.005721
30,3,-2.565395,2.993820,1.493471,0.003846,0.000000,0.000000,0.000000,0.022407,0.000000,0.000000,0.000000,0.003846
31,1,-0.651126,2.987716,1.479531,0.003895,0.000000,0.000000,0.000000,0.022316,0.000000,0.000000,0.000000,0.003895
31,2,-2.236655,6.289769,1.678911,0.005757,0.000000,0.000000,0.000000,0.098903,0.000000,0.000000,0.000000,0.005757
31,3,-2.546015,2.940413,1.479872,0.003603,0.000000,0.000000,0.000000,0.021615,0.000000,0.000000,0.000000,0.003603
32,1,-0.631643,2.954147,1.467454,0.003748,0.000000,0.000000,0.000000,0.021817,0.000000,0.000000,0.000000,0.003748
32,2,-2.225351,6.327917,1.673614,0.005687,0.000000,0.000000,0.000000,0.100106,0.000000,0.000000,0.000000,0.005687
32,3,-2.537855,2.869459,1.448496,0.003308,0.000000,0.000000,0.000000,0.020584,0.000000,0.000000,0.000000,0.003308
