frame,track_id,world_pX,world_pZ,world_pY,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22
3,1,2.104605,4.026093,2.047259,0.002571,0.000000,0.000000,0.000000,0.040524,0.000000,0.000000,0.000000,0.002571
3,2,1.120408,4.052033,1.974582,0.003328,0.000000,0.000000,0.000000,0.041047,0.000000,0.000000,0.000000,0.003328
3,3,-1.046813,4.426642,1.599306,0.006657,0.000000,0.000000,0.000000,0.048988,0.000000,0.000000,0.000000,0.006657
4,1,2.118623,4.027619,2.068728,0.002471,0.000000,0.000000,0.000000,0.040554,0.000000,0.000000,0.000000,0.002471
4,2,1.090860,4.062715,1.969977,0.003230,0.000000,0.000000,0.000000,0.041264,0.000000,0.000000,0.000000,0.003230
4,3,-1.075732,4.501411,1.626657,0.006595,0.000000,0.000000,0.000000,0.050657,0.000000,0.000000,0.000000,0.006595
5,1,2.143369,4.018464,2.085232,0.002400,0.000000,0.000000,0.000000,0.040370,0.000000,0.000000,0.000000,0.002400
5,2,1.069454,4.062715,1.977800,0.003149,0.000000,0.000000,0.000000,0.041264,0.000000,0.000000,0.000000,0.003149
5,3,-1.083114,4.499123,1.638309,0.006324,0.000000,0.000000,0.000000,0.050605,0.000000,0.000000,0.000000,0.006324
6,1,2.185042,4.025330,2.102641,0.002411,0.000000,0.000000,0.000000,0.040508,0.000000,0.000000,0.000000,0.002411
6,2,1.048535,4.091707,1.994549,0.003076,0.000000,0.000000,0.000000,0.041855,0.000000,0.000000,0.000000,0.003076
6,3,-1.049791,4.500648,1.650986,0.006194,0.000000,0.000000,0.000000,0.050640,0.000000,0.000000,0.000000,0.006194
7,1,2.217770,4.004730,2.092635,0.002363,0.000000,0.000000,0.000000,0.040095,0.000000,0.000000,0.000000,0.002363
7,2,1.006860,4.120699,2.002219,0.002974,0.000000,0.000000,0.000000,0.042450,0.000000,0.000000,0.000000,0.002974
7,3,-1.025485,4.515145,1.668212,0.006123,0.000000,0.000000,0.000000,0.050966,0.000000,0.000000,0.000000,0.006123
8,1,2.258811,3.990234,2.070972,0.002292,0.000000,0.000000,0.000000,0.039805,0.000000,0.000000,0.000000,0.002292
8,2,0.978829,4.116884,1.980056,0.002829,0.000000,0.000000,0.000000,0.042372,0.000000,0.000000,0.000000,0.002829
